Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR
ORF9b-A549-Nt	P61221	ABCE1	2	2	2.00	1	5|3|0	0.00	0.00	0.00	0.00	0.00	-11.86	0.50	0.54
ORF9b-A549-Nt	Q9NQC7	CYLD	12	12	12.00	1	12|12|0	0.00	0.00	0.00	0.00	0.00	-25.38	1.00	0.42
ORF9b-A549-Nt	Q8TF05	PPP4R1	6	6	6.00	1	4|4|0	0.00	0.00	0.00	0.00	0.00	-5.93	1.50	0.19
ORF9b-A549-Nt	Q8WXF1	PSPC1	8	8	8.00	1	5|6|0	0.00	0.00	0.00	0.00	0.00	-8.32	1.45	0.24
ORF9b-A549-Nt	O96028	NSD2	2	2	2.00	1	0|0|0	0.97	0.97	0.97	0.97	0.97	3.61	20.00	0.00
ORF9b-A549-Nt	P20810	CAST	14	14	14.00	1	21|25|0	0.00	0.00	0.00	0.00	0.00	-62.94	0.61	0.54
ORF9b-A549-Nt	O43294	TGFB1I1	5	5	5.00	1	4|5|0	0.00	0.00	0.00	0.00	0.00	-9.10	1.11	0.26
ORF9b-A549-Nt	Q6UUV7	CRTC3	4	4	4.00	1	3|5|0	0.00	0.00	0.00	0.00	0.00	-8.79	1.00	0.25
ORF9b-A549-Nt	Q8IZH2	XRN1	14	14	14.00	1	20|8|0	0.00	0.00	0.00	0.00	0.00	-28.79	1.00	0.44
ORF9b-A549-Nt	Q6PIW4	FIGNL1	3	3	3.00	1	5|4|0	0.00	0.00	0.00	0.00	0.00	-12.12	0.67	0.54
ORF9b-A549-Nt	P55011	SLC12A2	11	11	11.00	1	0|3|0	0.97	0.97	0.97	0.97	0.97	3.48	7.33	0.01
ORF9b-A549-Nt	Q8IZ21	PHACTR4	6	6	6.00	1	5|7|0	0.00	0.00	0.00	0.00	0.00	-12.95	1.00	0.32
ORF9b-A549-Nt	Q96KG9	SCYL1	10	10	10.00	1	4|5|0	0.10	0.10	0.10	0.10	0.10	-2.24	2.22	0.09
ORF9b-A549-Nt	P29401	TKT	48	48	48.00	1	47|47|0	0.00	0.00	0.00	0.00	0.00	-96.48	1.02	0.52
ORF9b-A549-Nt	P11388	TOP2A	6	6	6.00	1	8|0|0	0.01	0.01	0.01	0.01	0.01	-5.03	1.50	0.17
ORF9b-A549-Nt	Q2KHR3	QSER1	13	13	13.00	1	19|6|0	0.00	0.00	0.00	0.00	0.00	-24.83	1.04	0.42
ORF9b-A549-Nt	Q8ND24	RNF214	29	29	29.00	1	21|23|0	0.00	0.00	0.00	0.00	0.00	-36.13	1.32	0.46
ORF9b-A549-Nt	Q96QD5	DEPDC7	22	22	22.00	1	20|22|0	0.00	0.00	0.00	0.00	0.00	-42.61	1.05	0.48
ORF9b-A549-Nt	Q9Y618	NCOR2	39	39	39.00	1	68|52|0	0.00	0.00	0.00	0.00	0.00	-158.86	0.65	0.54
ORF9b-A549-Nt	Q86U06	RBM23	2	2	2.00	1	4|2|0	0.00	0.00	0.00	0.00	0.00	-8.14	0.67	0.54
ORF9b-A549-Nt	Q7Z5L9	IRF2BP2	5	5	5.00	1	0|6|0	0.04	0.04	0.04	0.04	0.04	-3.16	1.67	0.12
ORF9b-A549-Nt	Q13042	CDC16	4	4	4.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	7.20	40.00	0.00
ORF9b-A549-Nt	P22234	PAICS	6	6	6.00	1	7|10|0	0.00	0.00	0.00	0.00	0.00	-21.96	0.71	0.40
ORF9b-A549-Nt	Q96A73	KIAA1191	4	4	4.00	1	6|11|0	0.00	0.00	0.00	0.00	0.00	-25.64	0.47	0.54
ORF9b-A549-Nt	Q13620	CUL4B	13	13	13.00	1	9|12|0	0.00	0.00	0.00	0.00	0.00	-18.56	1.24	0.38
ORF9b-A549-Nt	O15042	U2SURP	32	32	32.00	1	18|17|0	0.00	0.00	0.00	0.00	0.00	-16.57	1.83	0.36
ORF9b-A549-Nt	Q9UEG4	ZNF629	4	4	4.00	1	4|4|0	0.00	0.00	0.00	0.00	0.00	-8.79	1.00	0.25
ORF9b-A549-Nt	Q9C0B0	UNK	10	10	10.00	1	9|6|0	0.00	0.00	0.00	0.00	0.00	-12.38	1.33	0.32
ORF9b-A549-Nt	Q5T5X7	BEND3	11	11	11.00	1	5|6|0	0.01	0.01	0.01	0.01	0.01	-4.25	2.00	0.15
ORF9b-A549-Nt	Q9H694	BICC1	8	8	8.00	1	4|3|0	0.18	0.18	0.18	0.18	0.18	-1.55	2.29	0.07
ORF9b-A549-Nt	Q86YV5	PRAG1	12	12	12.00	1	15|12|0	0.00	0.00	0.00	0.00	0.00	-30.71	0.89	0.44
ORF9b-A549-Nt	P78527	PRKDC	4	4	4.00	1	6|2|0	0.00	0.00	0.00	0.00	0.00	-8.53	1.00	0.25
ORF9b-A549-Nt	Q15276	RABEP1	3	3	3.00	1	4|0|0	0.07	0.07	0.07	0.07	0.07	-2.54	1.50	0.11
ORF9b-A549-Nt	Q13033	STRN3	17	17	17.00	1	12|15|0	0.00	0.00	0.00	0.00	0.00	-23.46	1.26	0.41
ORF9b-A549-Nt	P30046	DDT	2	2	2.00	1	3|3|0	0.00	0.00	0.00	0.00	0.00	-8.16	0.67	0.54
ORF9b-A549-Nt	Q4G0N4	NADK2	4	4	4.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	7.19	40.00	0.00
ORF9b-A549-Nt	P53396	ACLY	14	14	14.00	1	20|17|0	0.00	0.00	0.00	0.00	0.00	-45.82	0.76	0.48
ORF9b-A549-Nt	P52597	HNRNPF	40	40	40.00	1	21|30|0	0.00	0.00	0.00	0.00	0.00	-33.40	1.57	0.45
ORF9b-A549-Nt	P53621	COPA	17	17	17.00	1	12|11|0	0.00	0.00	0.00	0.00	0.00	-16.53	1.48	0.36
ORF9b-A549-Nt	Q12849	GRSF1	9	9	9.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	15.25	90.00	0.00
ORF9b-A549-Nt	Q92841	DDX17	18	18	18.00	1	0|11|0	0.60	0.60	0.61	0.61	0.61	0.45	3.27	0.02
ORF9b-A549-Nt	Q8NCN4	RNF169	12	12	12.00	1	7|9|0	0.00	0.00	0.00	0.00	0.00	-11.41	1.50	0.30
ORF9b-A549-Nt	Q9NPA3	MID1IP1	6	6	6.00	1	2|4|0	0.08	0.08	0.07	0.07	0.08	-2.51	2.00	0.10
ORF9b-A549-Nt	O75909	CCNK	2	2	2.00	1	0|2|0	0.30	0.30	0.30	0.30	0.30	-0.84	2.00	0.04
