Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR
ORF3B-A549-Nt	O60218	AKR1B10	14|12	26	13.00	2	0|0|17|19	0.00	0.00	0.00	0.00	0.00	-47.51	0.72	0.47
ORF3B-A549-Nt	Q7Z434	MAVS	27|25	52	26.00	2	0|0|21|16	0.00	0.00	0.00	0.00	0.00	-29.70	1.41	0.44
ORF3B-A549-Nt	Q7Z417	NUFIP2	15|15	30	15.00	2	0|0|25|29	0.00	0.00	0.00	0.00	0.00	-76.74	0.56	0.51
ORF3B-A549-Nt	Q5T5U3	ARHGAP21	10|10	20	10.00	2	0|0|12|9	0.00	0.00	0.00	0.00	0.00	-23.09	0.95	0.42
ORF3B-A549-Nt	P60660	MYL6	3|3	6	3.00	2	0|0|10|9	0.00	0.00	0.00	0.00	0.00	-32.09	0.32	0.55
ORF3B-A549-Nt	O43291	SPINT2	10|10	20	10.00	2	0|0|0|0	1.00	1.00	1.00	1.00	1.00	16.85	100.00	0.00
ORF3B-A549-Nt	Q96A65	EXOC4	32|30	62	31.00	2	0|0|44|42	0.00	0.00	0.00	0.00	0.00	-110.32	0.72	0.52
ORF3B-A549-Nt	Q9H1A4	ANAPC1	31|35	66	33.00	2	0|0|33|32	0.00	0.00	0.00	0.00	0.00	-70.20	1.02	0.50
ORF3B-A549-Nt	Q68CZ2	TNS3	67|82	149	74.50	2	0|0|112|110	0.00	0.00	0.00	0.00	0.00	-304.00	0.67	0.54
ORF3B-A549-Nt	Q9BXB4	OSBPL11	8|7	15	7.50	2	0|0|0|2	0.97	0.98	0.97	0.98	0.97	3.06	7.50	0.00
ORF3B-A549-Nt	Q96C19	EFHD2	6|6	12	6.00	2	0|0|15|12	0.00	0.00	0.00	0.00	0.00	-41.56	0.44	0.55
ORF3B-A549-Nt	Q96L93	KIF16B	67|62	129	64.50	2	0|0|34|41	0.00	0.00	0.00	0.00	0.00	-43.99	1.72	0.46
ORF3B-A549-Nt	Q9NQT8	KIF13B	35|31	66	33.00	2	0|0|5|4	1.00	1.00	1.00	1.00	1.00	21.56	7.33	0.00
ORF3B-A549-Nt	Q9H1H9	KIF13A	10|6	16	8.00	2	0|0|5|6	0.00	0.00	0.00	0.00	0.00	-11.26	1.45	0.27
ORF3B-A549-Nt	Q9BVG8	KIFC3	6|10	16	8.00	2	0|0|20|21	0.00	0.00	0.00	0.00	0.00	-70.41	0.39	0.55
ORF3B-A549-Nt	Q9Y496	KIF3A	3|0	3	1.50	2	0|0|0|2	0.28	0.57	0.27	0.55	0.28	-3.82	1.50	0.18
ORF3B-A549-Nt	O15066	KIF3B	3|0	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	15.00	0.07
ORF3B-A549-Nt	Q9GZU8	PSME3IP1	3|3	6	3.00	2	0|0|17|20	0.00	0.00	0.00	0.00	0.00	-70.26	0.16	0.55
ORF3B-A549-Nt	Q3L8U1	CHD9	7|0	7	3.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	35.00	0.04
ORF3B-A549-Nt	Q8TD26	CHD6	4|8	12	6.00	2	0|0|3|0	0.70	0.91	0.68	0.90	0.70	-0.15	4.00	0.01
ORF3B-A549-Nt	P17987	TCP1	4|6	10	5.00	2	0|0|0|0	1.00	1.00	1.00	1.00	1.00	7.07	50.00	0.00
ORF3B-A549-Nt	Q96JW4	SLC41A2	3|0	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	15.00	0.07
ORF3B-A549-Nt	Q9H6X2	ANTXR1	4|6	10	5.00	2	0|0|0|0	1.00	1.00	1.00	1.00	1.00	7.18	50.00	0.00
ORF3B-A549-Nt	Q8NFA0	USP32	40|41	81	40.50	2	0|0|0|0	1.00	1.00	1.00	1.00	1.00	60.74	405.00	0.00
ORF3B-A549-Nt	Q9C0D5	TANC1	4|0	4	2.00	2	0|0|10|10	0.00	0.00	0.00	0.00	0.00	-43.51	0.20	0.55
ORF3B-A549-Nt	P18583	SON	20|11	31	15.50	2	0|0|55|46	0.00	0.00	0.00	0.00	0.00	-183.83	0.31	0.55
ORF3B-A549-Nt	Q7L592	NDUFAF7	31|36	67	33.50	2	0|0|0|0	1.00	1.00	1.00	1.00	1.00	47.75	335.00	0.00
ORF3B-A549-Nt	Q6ZUT9	DENND5B	11|11	22	11.00	2	0|0|3|0	0.97	0.97	0.97	0.97	0.97	3.38	7.33	0.00
ORF3B-A549-Nt	O00213	APBB1	31|27	58	29.00	2	0|0|17|18	0.00	0.00	0.00	0.00	0.00	-23.31	1.66	0.40
ORF3B-A549-Nt	O15061	SYNM	19|16	35	17.50	2	0|0|66|65	0.00	0.00	0.00	0.00	0.00	-233.54	0.27	0.55
ORF3B-A549-Nt	Q5T7V8	GORAB	7|15	22	11.00	2	0|0|0|0	1.00	1.00	1.00	1.00	1.00	12.00	110.00	0.00
ORF3B-A549-Nt	Q8NEZ2	VPS37A	9|6	15	7.50	2	0|0|36|34	0.00	0.00	0.00	0.00	0.00	-132.19	0.21	0.55
ORF3B-A549-Nt	Q6UXM1	LRIG3	13|10	23	11.50	2	0|0|0|0	1.00	1.00	1.00	1.00	1.00	16.69	115.00	0.00
ORF3B-A549-Nt	Q86YL5	TDRP	3|5	8	4.00	2	0|0|9|8	0.00	0.00	0.00	0.00	0.00	-28.00	0.47	0.43
ORF3B-A549-Nt	P07437	TUBB	20|10	30	15.00	2	4|0|18|18	0.00	0.00	0.00	0.00	0.00	-51.13	0.83	0.46
ORF3B-A549-Nt	P68371	TUBB4B	18|0	18	9.00	2	0|0|14|0	0.04	0.08	0.03	0.07	0.04	-28.97	1.29	0.23
ORF3B-A549-Nt	Q6T4R5	NHS	4|3	7	3.50	2	0|0|10|11	0.00	0.00	0.00	0.00	0.00	-36.27	0.33	0.55
ORF3B-A549-Nt	Q13085	ACACA	146|150	296	148.00	2	161|157|70|68	0.00	0.00	0.00	0.00	0.00	-349.67	0.93	0.54
ORF3B-A549-Nt	O00763	ACACB	43|53	96	48.00	2	78|79|0|9	0.00	0.00	0.00	0.00	0.00	-223.72	0.61	0.54
ORF3B-A549-Nt	Q9NSY1	BMP2K	4|4	8	4.00	2	0|0|0|0	1.00	1.00	1.00	1.00	1.00	7.07	40.00	0.00
ORF3B-A549-Nt	XP_003960901.1	LOC101060798	16|11	27	13.50	2	0|0|18|17	0.00	0.00	0.00	0.00	0.00	-47.43	0.77	0.47
ORF3B-A549-Nt	P42330	AKR1C3	15|15	30	15.00	2	3|0|19|21	0.00	0.00	0.00	0.00	0.00	-49.84	0.75	0.48
ORF3B-A549-Nt	P17302	GJA1	3|3	6	3.00	2	0|0|0|0	1.00	1.00	1.00	1.00	1.00	5.39	30.00	0.00
ORF3B-A549-Nt	Q13835	PKP1	3|0	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	15.00	0.07
ORF3B-A549-Nt	P62888	RPL30	2|0	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.98	0.49	-0.67	10.00	0.11
ORF3B-A549-Nt	P46781	RPS9	4|0	4	2.00	2	2|0|0|0	0.38	0.76	0.39	0.77	0.39	-3.63	2.00	0.18
ORF3B-A549-Nt	Q8N128	FAM177A1	2|3	5	2.50	2	0|0|0|0	0.98	1.00	0.98	1.00	0.98	3.60	25.00	0.00
ORF3B-A549-Nt	Q05209	PTPN12	3|5	8	4.00	2	0|0|30|28	0.00	0.00	0.00	0.00	0.00	-115.74	0.14	0.55
ORF3B-A549-Nt	Q9BUN8	DERL1	3|0	3	1.50	2	4|0|0|0	0.04	0.07	0.04	0.08	0.04	-7.45	0.75	0.23
ORF3B-A549-Nt	Q96JI7	SPG11	4|0	4	2.00	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	20.00	0.05
ORF3B-A549-Nt	Q99614	TTC1	2|0	2	1.00	2	0|0|9|7	0.00	0.00	0.00	0.00	0.00	-34.45	0.12	0.55
ORF3B-A549-Nt	P51149	RAB7A	3|4	7	3.50	2	0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.47	35.00	0.00
ORF3B-A549-Nt	Q9Y2W1	THRAP3	2|2	4	2.00	2	0|0|31|27	0.00	0.00	0.00	0.00	0.00	-119.63	0.07	0.55
ORF3B-A549-Nt	P23528	CFL1	2|0	2	1.00	2	0|0|4|3	0.00	0.00	0.00	0.00	0.00	-14.55	0.29	0.33
ORF3B-A549-Nt	Q96CW5	TUBGCP3	2|2	4	2.00	2	0|0|3|6	0.00	0.00	0.00	0.00	0.00	-13.92	0.44	0.55
ORF3B-A549-Nt	P28074	PSMB5	3|2	5	2.50	2	0|0|0|0	0.98	1.00	0.98	1.00	0.98	3.54	25.00	0.00
ORF3B-A549-Nt	P50914	RPL14	2|0	2	1.00	2	0|0|2|2	0.00	0.01	0.01	0.01	0.01	-7.93	0.50	0.26
ORF3B-A549-Nt	Q9BQ52	ELAC2	3|3	6	3.00	2	0|0|3|0	0.26	0.26	0.24	0.24	0.26	-1.16	2.00	0.19
ORF3B-A549-Nt	Q5JSZ5	PRRC2B	3|0	3	1.50	2	0|0|6|5	0.00	0.00	0.00	0.00	0.00	-23.53	0.27	0.38
ORF3B-A549-Nt	Q14697	GANAB	2|2	4	2.00	2	0|0|0|0	0.97	0.97	0.97	0.97	0.97	3.51	20.00	0.00
ORF3B-A549-Nt	Q16594	TAF9	2|0	2	1.00	2	0|0|8|7	0.00	0.00	0.00	0.00	0.00	-32.32	0.13	0.55
ORF3B-A549-Nt	Q92540	SMG7	3|6	9	4.50	2	0|0|7|11	0.00	0.00	0.00	0.00	0.00	-29.95	0.50	0.43
ORF3B-A549-Nt	Q9P2E9	RRBP1	2|0	2	1.00	2	0|0|9|3	0.00	0.00	0.00	0.00	0.00	-25.26	0.17	0.55
ORF3B-A549-Nt	Q86XL3	ANKLE2	3|2	5	2.50	2	0|0|18|18	0.00	0.00	0.00	0.00	0.00	-71.32	0.14	0.55
ORF3B-A549-Nt	Q9BY44	EIF2A	3|4	7	3.50	2	0|0|24|23	0.00	0.00	0.00	0.00	0.00	-91.92	0.15	0.55
ORF3B-A549-Nt	Q9NR12	PDLIM7	2|0	2	1.00	2	0|0|2|2	0.00	0.01	0.01	0.01	0.01	-8.09	0.50	0.26
ORF3B-A549-Nt	P62081	RPS7	2|0	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.98	0.49	-0.40	10.00	0.11
ORF3B-A549-Nt	Q9UKJ3	GPATCH8	3|3	6	3.00	2	0|0|4|3	0.00	0.00	0.00	0.00	0.00	-8.61	0.86	0.30
ORF3B-A549-Nt	Q9Y4P8	WIPI2	2|0	2	1.00	2	0|0|6|4	0.00	0.00	0.00	0.00	0.00	-21.35	0.20	0.55
ORF3B-A549-Nt	Q9BV40	VAMP8	2|3	5	2.50	2	0|0|0|0	0.98	1.00	0.98	1.00	0.98	3.49	25.00	0.00
ORF3B-A549-Nt	P30419	NMT1	2|5	7	3.50	2	0|0|6|4	0.00	0.00	0.00	0.00	0.00	-15.89	0.70	0.34
ORF3B-A549-Nt	P41440	SLC19A1	2|0	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q14680	MELK	2|0	2	1.00	2	0|0|4|3	0.00	0.00	0.00	0.00	0.00	-14.82	0.29	0.33
ORF3B-A549-Nt	Q96I24	FUBP3	4|7	11	5.50	2	0|0|10|10	0.00	0.00	0.00	0.00	0.00	-31.83	0.55	0.44
ORF3B-A549-Nt	Q9Y2H5	PLEKHA6	2|0	2	1.00	2	0|0|11|8	0.00	0.00	0.00	0.00	0.00	-41.30	0.11	0.55
ORF3B-A549-Nt	Q8WVT3	TRAPPC12	2|4	6	3.00	2	0|0|3|0	0.29	0.49	0.27	0.46	0.29	-2.48	2.00	0.18
ORF3B-A549-Nt	Q05682	CALD1	2|3	5	2.50	2	0|0|25|27	0.00	0.00	0.00	0.00	0.00	-106.35	0.10	0.55
ORF3B-A549-Nt	P26599	PTBP1	3|0	3	1.50	2	0|0|5|4	0.00	0.00	0.00	0.00	0.00	-18.81	0.33	0.35
ORF3B-A549-Nt	Q12769	NUP160	3|0	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.94	15.00	0.07
ORF3B-A549-Nt	Q15003	NCAPH	4|0	4	2.00	2	0|0|12|8	0.00	0.00	0.00	0.00	0.00	-43.48	0.20	0.55
ORF3B-A549-Nt	P08559	PDHA1	2|0	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	P42694	HELZ	3|5	8	4.00	2	0|0|0|0	1.00	1.00	1.00	1.00	1.00	5.33	40.00	0.00
ORF3B-A549-Nt	Q7Z3E2	CCDC186	2|0	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q8TAD4	SLC30A5	3|4	7	3.50	2	0|0|0|0	1.00	1.00	1.00	1.00	1.00	5.44	35.00	0.00
ORF3B-A549-Nt	Q9NQS3	NECTIN3	2|3	5	2.50	2	0|0|0|0	0.98	1.00	0.98	1.00	0.98	3.49	25.00	0.00
ORF3B-A549-Nt	P50443	SLC26A2	2|2	4	2.00	2	0|0|0|0	0.97	0.97	0.97	0.97	0.97	3.51	20.00	0.00
ORF3B-A549-Nt	Q8TCN5	ZNF507	2|0	2	1.00	2	0|0|2|2	0.00	0.01	0.00	0.01	0.00	-8.28	0.50	0.26
ORF3B-A549-Nt	Q15042	RAB3GAP1	3|2	5	2.50	2	0|0|2|3	0.00	0.01	0.00	0.01	0.00	-6.43	1.00	0.26
ORF3B-A549-Nt	Q7Z589	EMSY	2|0	2	1.00	2	0|0|9|10	0.00	0.00	0.00	0.00	0.00	-41.30	0.11	0.55
ORF3B-A549-Nt	Q14203	DCTN1	3|5	8	4.00	2	0|0|3|0	0.47	0.68	0.45	0.66	0.47	-1.14	2.67	0.17
ORF3B-A549-Nt	O60566	BUB1B	2|3	5	2.50	2	0|0|23|21	0.00	0.00	0.00	0.00	0.00	-88.76	0.11	0.55
ORF3B-A549-Nt	Q8TB72	PUM2	2|0	2	1.00	2	0|0|0|8	0.00	0.00	0.00	0.00	0.00	-16.02	0.25	0.55
ORF3B-A549-Nt	O75534	CSDE1	3|6	9	4.50	2	0|0|23|20	0.00	0.00	0.00	0.00	0.00	-82.90	0.21	0.55
ORF3B-A549-Nt	Q8N7H5	PAF1	2|3	5	2.50	2	0|0|15|13	0.00	0.00	0.00	0.00	0.00	-53.84	0.18	0.55
ORF3B-A549-Nt	Q86XR7	TICAM2	2|0	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q8WUM9	SLC20A1	2|0	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.00	10.00	0.11
ORF3B-A549-Nt	Q9UPY5	SLC7A11	5|2	7	3.50	2	0|0|0|0	0.99	1.00	0.99	1.00	0.99	3.49	35.00	0.00
ORF3B-A549-Nt	Q8WUX9	CHMP7	2|4	6	3.00	2	0|0|13|15	0.00	0.00	0.00	0.00	0.00	-53.95	0.21	0.55
ORF3B-A549-Nt	P51809	VAMP7	2|0	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.00	10.00	0.11
ORF3B-A549-Nt	Q3V6T2	CCDC88A	3|5	8	4.00	2	0|0|18|9	0.00	0.00	0.00	0.00	0.00	-48.46	0.30	0.55
ORF3B-A549-Nt	Q9UID3	VPS51	2|0	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q9BTC0	DIDO1	2|0	2	1.00	2	0|0|23|23	0.00	0.00	0.00	0.00	0.00	-101.60	0.04	0.55
ORF3B-A549-Nt	Q14683	SMC1A	2|3	5	2.50	2	0|0|8|5	0.00	0.00	0.00	0.00	0.00	-22.02	0.38	0.55
ORF3B-A549-Nt	Q9Y2R5	MRPS17	2|2	4	2.00	2	0|0|0|0	0.97	0.97	0.97	0.97	0.97	3.49	20.00	0.00
ORF3B-A549-Nt	Q9HC07	TMEM165	2|0	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q9ULL5	PRR12	3|0	3	1.50	2	0|0|3|5	0.00	0.00	0.00	0.00	0.00	-16.95	0.38	0.33
ORF3B-A549-Nt	Q8IWF6	DENND6A	3|2	5	2.50	2	0|0|0|0	0.98	1.00	0.98	1.00	0.98	3.49	25.00	0.00
ORF3B-A549-Nt	Q15468	STIL	4|0	4	2.00	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	20.00	0.05
ORF3B-A549-Nt	P51572	BCAP31	2|0	2	1.00	2	0|0|5|6	0.00	0.00	0.00	0.00	0.00	-23.26	0.18	0.55
ORF3B-A549-Nt	Q92805	GOLGA1	3|0	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	15.00	0.07
ORF3B-A549-Nt	Q96AG4	LRRC59	2|2	4	2.00	2	0|0|3|3	0.00	0.00	0.00	0.00	0.00	-8.24	0.67	0.30
ORF3B-A549-Nt	Q5U5X0	LYRM7	2|0	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q9HCH0	NCKAP5L	2|4	6	3.00	2	0|0|0|0	0.99	1.00	0.98	1.00	0.99	3.49	30.00	0.00
ORF3B-A549-Nt	Q8WV83	SLC35F5	2|2	4	2.00	2	0|0|0|0	0.97	0.97	0.97	0.97	0.97	3.49	20.00	0.00
ORF3B-A549-Nt	Q9H267	VPS33B	3|0	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	15.00	0.07
ORF3B-A549-Nt	Q9P2N5	RBM27	2|0	2	1.00	2	0|0|10|15	0.00	0.00	0.00	0.00	0.00	-54.66	0.08	0.55
ORF3B-A549-Nt	Q9UDY2	TJP2	5|0	5	2.50	2	0|0|3|0	0.34	0.68	0.34	0.69	0.34	-5.87	1.67	0.18
ORF3B-A549-Nt	Q9NUM4	TMEM106B	2|0	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q13428	TCOF1	3|0	3	1.50	2	0|0|26|34	0.00	0.00	0.00	0.00	0.00	-133.04	0.05	0.55
ORF3B-A549-Nt	Q9UJ41	RABGEF1	3|2	5	2.50	2	0|0|0|0	0.98	1.00	0.98	1.00	0.98	3.49	25.00	0.00
ORF3B-A549-Nt	P49756	RBM25	2|0	2	1.00	2	0|0|15|10	0.00	0.00	0.00	0.00	0.00	-54.58	0.08	0.55
ORF3B-A549-Nt	Q9NWM3	CUEDC1	3|4	7	3.50	2	0|0|0|0	1.00	1.00	1.00	1.00	1.00	5.33	35.00	0.00
ORF3B-A549-Nt	P25705	ATP5F1A	2|2	4	2.00	2	0|0|0|0	0.97	0.97	0.97	0.97	0.97	3.65	20.00	0.00
ORF3B-A549-Nt	Q6ZVF9	GPRIN3	2|0	2	1.00	2	0|0|3|3	0.00	0.00	0.00	0.00	0.00	-12.59	0.33	0.31
ORF3B-A549-Nt	Q6PJT7	ZC3H14	2|2	4	2.00	2	0|0|22|21	0.00	0.00	0.00	0.00	0.00	-86.58	0.09	0.55
ORF3B-A549-Nt	Q9BY66	KDM5D	3|0	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	15.00	0.07
ORF3B-A549-Nt	Q8NHV4	NEDD1	3|0	3	1.50	2	0|0|5|2	0.00	0.00	0.00	0.00	0.00	-14.45	0.43	0.31
ORF3B-A549-Nt	P49368	CCT3	5|5	10	5.00	2	0|0|7|5	0.00	0.00	0.00	0.00	0.00	-14.44	0.83	0.37
ORF3B-A549-Nt	Q9Y4B5	MTCL1	3|2	5	2.50	2	0|0|4|3	0.00	0.00	0.00	0.00	0.00	-10.19	0.71	0.31
ORF3B-A549-Nt	Q5VV42	CDKAL1	2|2	4	2.00	2	0|0|0|0	0.97	0.97	0.97	0.97	0.97	3.54	20.00	0.00
ORF3B-A549-Nt	O95229	ZWINT	2|0	2	1.00	2	0|0|5|3	0.00	0.00	0.00	0.00	0.00	-16.84	0.25	0.55
ORF3B-A549-Nt	Q6TCH7	PAQR3	2|0	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q9H0C8	ILKAP	2|0	2	1.00	2	0|0|9|13	0.00	0.00	0.00	0.00	0.00	-47.91	0.09	0.55
ORF3B-A549-Nt	Q6NZI2	CAVIN1	2|0	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q9C004	SPRY4	2|0	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q8N1G2	CMTR1	2|5	7	3.50	2	0|0|39|39	0.00	0.00	0.00	0.00	0.00	-163.89	0.09	0.55
ORF3B-A549-Nt	O14974	PPP1R12A	2|0	2	1.00	2	0|0|32|27	0.00	0.00	0.00	0.00	0.00	-130.65	0.03	0.55
ORF3B-A549-Nt	Q13620	CUL4B	2|4	6	3.00	2	0|0|20|16	0.00	0.00	0.00	0.00	0.00	-71.21	0.17	0.55
ORF3B-A549-Nt	P08237	PFKM	0|2	2	1.00	2	0|0|5|0	0.00	0.00	0.00	0.00	0.00	-9.72	0.40	0.27
ORF3B-A549-Nt	Q86TX2	ACOT1	0|35	35	17.50	2	0|0|9|8	0.50	1.00	0.50	1.00	0.50	-36.81	2.06	0.03
ORF3B-A549-Nt	Q9NPR9	GPR108	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	P25789	PSMA4	0|2	2	1.00	2	0|0|14|9	0.00	0.00	0.00	0.00	0.00	-49.99	0.09	0.55
ORF3B-A549-Nt	P31327	CPS1	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-0.89	10.00	0.11
ORF3B-A549-Nt	Q10567	AP1B1	0|7	7	3.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	35.00	0.04
ORF3B-A549-Nt	Q9ULF5	SLC39A10	0|3	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.94	15.00	0.07
ORF3B-A549-Nt	Q4KWH8	PLCH1	0|2	2	1.00	2	0|0|4|3	0.00	0.00	0.00	0.00	0.00	-14.82	0.29	0.33
ORF3B-A549-Nt	O60506	SYNCRIP	0|2	2	1.00	2	0|0|6|9	0.00	0.00	0.00	0.00	0.00	-32.15	0.13	0.55
ORF3B-A549-Nt	Q96JM3	CHAMP1	0|3	3	1.50	2	0|0|37|35	0.00	0.00	0.00	0.00	0.00	-159.87	0.04	0.55
ORF3B-A549-Nt	P98170	XIAP	0|2	2	1.00	2	0|0|7|9	0.00	0.00	0.00	0.00	0.00	-34.37	0.12	0.55
ORF3B-A549-Nt	Q14587	ZNF268	0|2	2	1.00	2	0|0|2|3	0.00	0.00	0.00	0.00	0.00	-10.51	0.40	0.28
ORF3B-A549-Nt	Q9H788	SH2D4A	0|5	5	2.50	2	0|0|22|20	0.00	0.00	0.00	0.00	0.00	-92.53	0.12	0.55
ORF3B-A549-Nt	P08240	SRPRA	0|2	2	1.00	2	0|0|11|10	0.00	0.00	0.00	0.00	0.00	-45.59	0.10	0.55
ORF3B-A549-Nt	Q5JRX3	PITRM1	0|3	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	15.00	0.07
ORF3B-A549-Nt	Q9UBI4	STOML1	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	P55036	PSMD4	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.98	0.49	-0.40	10.00	0.11
ORF3B-A549-Nt	P18206	VCL	0|3	3	1.50	2	0|0|24|20	0.00	0.00	0.00	0.00	0.00	-96.98	0.07	0.55
ORF3B-A549-Nt	Q92945	KHSRP	0|3	3	1.50	2	0|0|10|11	0.00	0.00	0.00	0.00	0.00	-45.75	0.14	0.55
ORF3B-A549-Nt	O14737	PDCD5	0|2	2	1.00	2	0|0|6|5	0.00	0.00	0.00	0.00	0.00	-23.59	0.18	0.55
ORF3B-A549-Nt	O00189	AP4M1	0|3	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	15.00	0.07
ORF3B-A549-Nt	Q9UFF9	CNOT8	0|3	3	1.50	2	0|0|16|11	0.00	0.00	0.00	0.00	0.00	-59.07	0.11	0.55
ORF3B-A549-Nt	Q13427	PPIG	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q9UJF2	RASAL2	0|3	3	1.50	2	0|0|5|2	0.00	0.00	0.00	0.00	0.00	-14.81	0.43	0.31
ORF3B-A549-Nt	O75616	ERAL1	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	O95361	TRIM16	0|3	3	1.50	2	0|0|4|3	0.00	0.00	0.00	0.00	0.00	-14.82	0.43	0.31
ORF3B-A549-Nt	Q96H20	SNF8	0|3	3	1.50	2	0|0|7|8	0.00	0.00	0.00	0.00	0.00	-32.34	0.20	0.55
ORF3B-A549-Nt	Q9ULW0	TPX2	0|5	5	2.50	2	0|0|26|28	0.00	0.00	0.00	0.00	0.00	-119.52	0.09	0.55
ORF3B-A549-Nt	Q9H1K1	ISCU	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q9H3K2	GHITM	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q15021	NCAPD2	0|3	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	15.00	0.07
ORF3B-A549-Nt	Q6GYQ0	RALGAPA1	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q9UL25	RAB21	0|3	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.83	15.00	0.07
ORF3B-A549-Nt	O75153	CLUH	0|6	6	3.00	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.92	30.00	0.04
ORF3B-A549-Nt	Q9C0B5	ZDHHC5	0|4	4	2.00	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.02	20.00	0.05
ORF3B-A549-Nt	Q99871	HAUS7	0|3	3	1.50	2	0|0|6|5	0.00	0.00	0.00	0.00	0.00	-23.48	0.27	0.38
ORF3B-A549-Nt	Q5PRF9	SAMD4B	0|3	3	1.50	2	0|0|3|3	0.00	0.00	0.00	0.00	0.00	-12.59	0.50	0.29
ORF3B-A549-Nt	Q9NRY5	FAM114A2	0|4	4	2.00	2	0|0|18|15	0.00	0.00	0.00	0.00	0.00	-72.47	0.12	0.55
ORF3B-A549-Nt	Q96RP9	GFM1	0|5	5	2.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	25.00	0.04
