Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR
ORF3B-A549-Nt	Q99618	CDCA3	0|5	5	2.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.00	25.00	0.04
ORF3B-A549-Nt	Q9H0U3	MAGT1	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-0.92	10.00	0.11
ORF3B-A549-Nt	Q587I9	SFT2D3	0|3	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	15.00	0.07
ORF3B-A549-Nt	Q96LD4	TRIM47	0|2	2	1.00	2	0|0|3|0	0.04	0.09	0.04	0.08	0.04	-5.95	0.67	0.22
ORF3B-A549-Nt	Q8IY67	RAVER1	0|5	5	2.50	2	0|0|3|2	0.05	0.10	0.05	0.10	0.05	-10.48	1.00	0.22
ORF3B-A549-Nt	Q8N7C3	TRIML2	0|2	2	1.00	2	0|0|6|3	0.00	0.00	0.00	0.00	0.00	-19.19	0.22	0.55
ORF3B-A549-Nt	Q86UE4	MTDH	0|2	2	1.00	2	0|0|17|12	0.00	0.00	0.00	0.00	0.00	-63.59	0.07	0.55
ORF3B-A549-Nt	Q9Y679	AUP1	0|3	3	1.50	2	0|0|0|4	0.04	0.07	0.04	0.07	0.04	-7.58	0.75	0.23
ORF3B-A549-Nt	Q3MJ13	WDR72	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q71U36	TUBA1A	0|19	19	9.50	2	0|0|31|38	0.00	0.00	0.00	0.00	0.00	-153.15	0.28	0.52
ORF3B-A549-Nt	O75054	IGSF3	0|4	4	2.00	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	20.00	0.05
ORF3B-A549-Nt	P62136	PPP1CA	0|5	5	2.50	2	0|0|6|3	0.00	0.00	0.00	0.00	0.00	-18.76	0.56	0.32
ORF3B-A549-Nt	P60953	CDC42	0|3	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.67	15.00	0.07
ORF3B-A549-Nt	Q99569	PKP4	0|3	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	15.00	0.07
ORF3B-A549-Nt	Q8WXG6	MADD	0|5	5	2.50	2	0|0|8|6	0.00	0.00	0.00	0.00	0.00	-30.13	0.36	0.40
ORF3B-A549-Nt	P41229	KDM5C	0|3	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	15.00	0.07
ORF3B-A549-Nt	P61019	RAB2A	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.98	0.49	-0.54	10.00	0.11
ORF3B-A549-Nt	P48668	KRT6C	0|16	16	8.00	2	41|0|0|21	0.00	0.00	0.00	0.00	0.00	-136.62	0.26	0.51
ORF3B-A549-Nt	P22059	OSBP	0|4	4	2.00	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.83	20.00	0.05
ORF3B-A549-Nt	O60658	PDE8A	0|4	4	2.00	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	20.00	0.05
ORF3B-A549-Nt	Q15139	PRKD1	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	O94806	PRKD3	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q5VT25	CDC42BPA	0|3	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.94	15.00	0.07
ORF3B-A549-Nt	Q92930	RAB8B	0|3	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.00	15.00	0.07
ORF3B-A549-Nt	Q99439	CNN2	0|4	4	2.00	2	0|0|18|15	0.00	0.00	0.00	0.00	0.00	-72.47	0.12	0.55
ORF3B-A549-Nt	O95292	VAPB	0|4	4	2.00	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.81	20.00	0.05
ORF3B-A549-Nt	O75116	ROCK2	0|4	4	2.00	2	0|0|8|4	0.00	0.00	0.00	0.00	0.00	-25.66	0.33	0.38
ORF3B-A549-Nt	Q2TAZ0	ATG2A	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q9H329	EPB41L4B	0|4	4	2.00	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	20.00	0.05
ORF3B-A549-Nt	Q9UN75	PCDHA12	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q9NQC3	RTN4	0|2	2	1.00	2	0|0|20|17	0.00	0.00	0.00	0.00	0.00	-81.41	0.05	0.55
ORF3B-A549-Nt	P38117	ETFB	0|2	2	1.00	2	0|0|6|2	0.00	0.00	0.00	0.00	0.00	-16.60	0.25	0.55
ORF3B-A549-Nt	Q99613	EIF3C	0|2	2	1.00	2	0|0|25|27	0.00	0.00	0.00	0.00	0.00	-115.01	0.04	0.55
ORF3B-A549-Nt	Q96P48	ARAP1	0|2	2	1.00	2	0|0|3|3	0.00	0.00	0.00	0.00	0.00	-12.59	0.33	0.31
ORF3B-A549-Nt	Q9BVJ6	UTP14A	0|2	2	1.00	2	0|0|24|15	0.00	0.00	0.00	0.00	0.00	-85.69	0.05	0.55
ORF3B-A549-Nt	Q9UBF8	PI4KB	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	P83881	RPL36A	0|3	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	15.00	0.07
ORF3B-A549-Nt	Q07617	SPAG1	0|2	2	1.00	2	0|0|6|7	0.00	0.00	0.00	0.00	0.00	-28.00	0.15	0.55
ORF3B-A549-Nt	Q92616	GCN1	0|2	2	1.00	2	0|0|10|10	0.00	0.00	0.00	0.00	0.00	-43.45	0.10	0.55
ORF3B-A549-Nt	Q8IUH5	ZDHHC17	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.98	0.49	-0.81	10.00	0.11
ORF3B-A549-Nt	P02662	CAS1_BOVIN	0|2	2	1.00	2	2|0|0|0	0.15	0.30	0.14	0.28	0.15	-3.82	1.00	0.20
ORF3B-A549-Nt	P40189	IL6ST	0|3	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	15.00	0.07
ORF3B-A549-Nt	P10398	ARAF	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-0.92	10.00	0.11
ORF3B-A549-Nt	Q92804	TAF15	0|2	2	1.00	2	0|0|11|12	0.00	0.00	0.00	0.00	0.00	-50.18	0.09	0.55
ORF3B-A549-Nt	Q9UBD5	ORC3	0|2	2	1.00	2	0|0|19|18	0.00	0.00	0.00	0.00	0.00	-81.46	0.05	0.55
ORF3B-A549-Nt	O75306	NDUFS2	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	O75970	MPDZ	0|2	2	1.00	2	0|0|3|2	0.00	0.00	0.00	0.00	0.00	-10.45	0.40	0.28
ORF3B-A549-Nt	O43242	PSMD3	0|3	3	1.50	2	0|0|0|3	0.13	0.26	0.15	0.29	0.15	-5.74	1.00	0.21
ORF3B-A549-Nt	P86790	CCZ1B	0|3	3	1.50	2	0|0|2|0	0.28	0.57	0.27	0.54	0.28	-3.84	1.50	0.18
ORF3B-A549-Nt	Q8WUM0	NUP133	0|2	2	1.00	2	0|0|9|8	0.00	0.00	0.00	0.00	0.00	-36.81	0.12	0.55
ORF3B-A549-Nt	Q5M775	SPECC1	0|3	3	1.50	2	0|0|9|6	0.00	0.00	0.00	0.00	0.00	-32.40	0.20	0.55
ORF3B-A549-Nt	P40926	MDH2	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-0.94	10.00	0.11
ORF3B-A549-Nt	Q86YA3	ZGRF1	0|3	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	15.00	0.07
ORF3B-A549-Nt	P05023	ATP1A1	0|3	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.70	15.00	0.07
ORF3B-A549-Nt	Q2VPK5	CTU2	0|3	3	1.50	2	0|0|10|9	0.00	0.00	0.00	0.00	0.00	-41.25	0.16	0.55
ORF3B-A549-Nt	Q15642	TRIP10	0|3	3	1.50	2	0|0|17|14	0.00	0.00	0.00	0.00	0.00	-67.81	0.10	0.55
ORF3B-A549-Nt	O00154	ACOT7	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q7Z6B7	SRGAP1	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q8WYP5	AHCTF1	0|3	3	1.50	2	0|0|11|8	0.00	0.00	0.00	0.00	0.00	-41.22	0.16	0.55
ORF3B-A549-Nt	Q9Y5I4	PCDHAC2	0|4	4	2.00	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	20.00	0.05
ORF3B-A549-Nt	Q8N0Z3	SPICE1	0|2	2	1.00	2	0|0|7|7	0.00	0.00	0.00	0.00	0.00	-29.99	0.14	0.55
ORF3B-A549-Nt	O95817	BAG3	0|2	2	1.00	2	0|0|6|8	0.00	0.00	0.00	0.00	0.00	-29.69	0.14	0.55
ORF3B-A549-Nt	O00767	SCD	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.98	0.49	-0.83	10.00	0.11
ORF3B-A549-Nt	O15258	RER1	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-0.92	10.00	0.11
ORF3B-A549-Nt	Q9ULX3	NOB1	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q8TF72	SHROOM3	0|2	2	1.00	2	0|0|8|13	0.00	0.00	0.00	0.00	0.00	-45.77	0.10	0.55
ORF3B-A549-Nt	Q96T76	MMS19	0|2	2	1.00	2	0|0|8|10	0.00	0.00	0.00	0.00	0.00	-38.84	0.11	0.55
ORF3B-A549-Nt	Q9NQB0	TCF7L2	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q9UKA4	AKAP11	0|2	2	1.00	2	0|0|12|10	0.00	0.00	0.00	0.00	0.00	-47.91	0.09	0.55
ORF3B-A549-Nt	Q99570	PIK3R4	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q9NXC5	MIOS	0|2	2	1.00	2	0|0|3|3	0.00	0.00	0.00	0.00	0.00	-12.59	0.33	0.31
ORF3B-A549-Nt	O15118	NPC1	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q15392	DHCR24	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.00	10.00	0.11
ORF3B-A549-Nt	Q6ZRK6	CCDC73	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q8N5M4	TTC9C	0|2	2	1.00	2	0|0|2|3	0.00	0.00	0.00	0.00	0.00	-10.51	0.40	0.28
ORF3B-A549-Nt	Q8TEU7	RAPGEF6	0|2	2	1.00	2	0|0|12|12	0.00	0.00	0.00	0.00	0.00	-52.42	0.08	0.55
ORF3B-A549-Nt	P82673	MRPS35	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q9UH65	SWAP70	0|2	2	1.00	2	0|0|9|13	0.00	0.00	0.00	0.00	0.00	-47.96	0.09	0.55
ORF3B-A549-Nt	O96013	PAK4	0|4	4	2.00	2	0|0|9|10	0.00	0.00	0.00	0.00	0.00	-41.30	0.21	0.55
ORF3B-A549-Nt	Q3KR37	GRAMD1B	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	P28070	PSMB4	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q8NCD3	HJURP	0|2	2	1.00	2	0|0|12|9	0.00	0.00	0.00	0.00	0.00	-45.75	0.10	0.55
ORF3B-A549-Nt	Q9Y6N7	ROBO1	0|3	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	15.00	0.07
ORF3B-A549-Nt	Q96JQ2	CLMN	0|2	2	1.00	2	0|0|26|24	0.00	0.00	0.00	0.00	0.00	-110.55	0.04	0.55
ORF3B-A549-Nt	Q9BYJ9	YTHDF1	0|4	4	2.00	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.02	20.00	0.05
ORF3B-A549-Nt	Q96AY4	TTC28	0|3	3	1.50	2	0|0|18|14	0.00	0.00	0.00	0.00	0.00	-70.28	0.09	0.55
ORF3B-A549-Nt	P21359	NF1	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q92615	LARP4B	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q9UHR4	BAIAP2L1	0|2	2	1.00	2	0|0|0|3	0.04	0.09	0.04	0.08	0.04	-6.01	0.67	0.22
ORF3B-A549-Nt	O76021	RSL1D1	0|2	2	1.00	2	0|0|3|7	0.00	0.00	0.00	0.00	0.00	-21.16	0.20	0.55
ORF3B-A549-Nt	Q8N5M9	JAGN1	0|3	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.97	15.00	0.07
ORF3B-A549-Nt	Q14807	KIF22	0|2	2	1.00	2	0|0|5|9	0.00	0.00	0.00	0.00	0.00	-30.19	0.14	0.55
ORF3B-A549-Nt	P34810	CD68	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	P49915	GMPS	0|3	3	1.50	2	0|0|3|2	0.00	0.01	0.00	0.01	0.00	-10.48	0.60	0.26
ORF3B-A549-Nt	Q9UL63	MKLN1	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	O94972	TRIM37	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	Q9Y624	F11R	0|2	2	1.00	2	0|0|0|0	0.49	0.97	0.49	0.97	0.49	-1.05	10.00	0.11
ORF3B-A549-Nt	O60763	USO1	0|3	3	1.50	2	0|0|7|6	0.00	0.00	0.00	0.00	0.00	-27.56	0.23	0.55
ORF3B-A549-Nt	Q8IZ21	PHACTR4	0|3	3	1.50	2	0|0|4|0	0.04	0.07	0.03	0.06	0.04	-7.69	0.75	0.23
ORF3B-A549-Nt	Q9BSJ5	C17orf80	0|3	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-1.05	15.00	0.07
ORF3B-A549-Nt	P30260	CDC27	0|3	3	1.50	2	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.94	15.00	0.07
ORF3B-A549-Nt	Q3KP66	INAVA	0|2	2	1.00	2	0|0|2|2	0.00	0.01	0.00	0.01	0.00	-8.28	0.50	0.26
ORF3B-A549-Nt	XP_003960065.1	LOC101060165	0|2	2	1.00	2	0|0|10|10	0.00	0.00	0.00	0.00	0.00	-43.51	0.10	0.55
